Year,113 Cause Name,Cause Name,State,Deaths,Age-adjusted Death Rate
1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maine,287,19.9
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Mississippi,578,19.9
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Missouri,1285,19.9
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wisconsin,1268,19.9
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Indiana,1244,19.9
2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Missouri,1483,19.9
2010,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,South Carolina,963,19.9
2006,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alaska,135,19.9
2005,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alaska,131,19.9
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Colorado,1083,19.9
2003,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Nevada,434,19.9
2004,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Massachusetts,1366,19.9
2011,Alzheimer's disease (G30),Alzheimer's disease,Delaware,203,20.0
2002,Alzheimer's disease (G30),Alzheimer's disease,Michigan,1958,20.0
2001,Alzheimer's disease (G30),Alzheimer's disease,Ohio,2367,20.0
2010,Alzheimer's disease (G30),Alzheimer's disease,Pennsylvania,3591,20.0
2009,Alzheimer's disease (G30),Alzheimer's disease,Pennsylvania,3547,20.0
2011,Alzheimer's disease (G30),Alzheimer's disease,Utah,402,20.0
2006,Chronic lower respiratory diseases (J40-J47),CLRD,Hawaii,293,20.0
2002,Chronic lower respiratory diseases (J40-J47),CLRD,Hawaii,265,20.0
2000,Diabetes mellitus (E10-E14),Diabetes,Arizona,1012,20.0
2005,Diabetes mellitus (E10-E14),Diabetes,Connecticut,811,20.0
2009,Diabetes mellitus (E10-E14),Diabetes,Florida,4901,20.0
2007,Diabetes mellitus (E10-E14),Diabetes,Georgia,1604,20.0
2011,Diabetes mellitus (E10-E14),Diabetes,Maine,353,20.0
2000,Diabetes mellitus (E10-E14),Diabetes,New York,3877,20.0
2010,Diabetes mellitus (E10-E14),Diabetes,Pennsylvania,3242,20.0
2007,Diabetes mellitus (E10-E14),Diabetes,Virginia,1507,20.0
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arkansas,700,20.0
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kansas,647,20.0
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maine,308,20.0
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New York,4881,20.0
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,267,20.0
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,West Virginia,448,20.0
2011,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alabama,1047,20.0
2016,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Arkansas,722,20.0
2006,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Arkansas,616,20.0
2000,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Georgia,1263,20.0
2003,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Indiana,1235,20.0
2008,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Nevada,456,20.0
2011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alaska,143,20.0
2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alaska,143,20.0
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Idaho,320,20.0
2002,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Montana,184,20.0
2016,Alzheimer's disease (G30),Alzheimer's disease,Hawaii,445,20.1
2006,Alzheimer's disease (G30),Alzheimer's disease,Montana,226,20.1
2004,Alzheimer's disease (G30),Alzheimer's disease,Rhode Island,283,20.1
2016,Diabetes mellitus (E10-E14),Diabetes,Alabama,1183,20.1
2013,Diabetes mellitus (E10-E14),Diabetes,Alaska,112,20.1
2010,Diabetes mellitus (E10-E14),Diabetes,Florida,5024,20.1
2005,Diabetes mellitus (E10-E14),Diabetes,Iowa,727,20.1
2001,Diabetes mellitus (E10-E14),Diabetes,Iowa,709,20.1
2011,Diabetes mellitus (E10-E14),Diabetes,Minnesota,1189,20.1
2016,Diabetes mellitus (E10-E14),Diabetes,Missouri,1508,20.1
1999,Diabetes mellitus (E10-E14),Diabetes,Rhode Island,236,20.1
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maryland,1082,20.1
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Massachusetts,1598,20.1
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Carolina,1705,20.1
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Tennessee,1533,20.1
2008,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Arkansas,638,20.1
2002,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Indiana,1222,20.1
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,South Carolina,818,20.1
2003,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,South Carolina,797,20.1
2002,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,South Carolina,781,20.1
2010,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,New Mexico,413,20.1
2009,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New Jersey,1875,20.1
2012,Alzheimer's disease (G30),Alzheimer's disease,Delaware,213,20.2
2000,Alzheimer's disease (G30),Alzheimer's disease,Kansas,630,20.2
2015,Alzheimer's disease (G30),Alzheimer's disease,Massachusetts,1815,20.2
2004,Alzheimer's disease (G30),Alzheimer's disease,Pennsylvania,3277,20.2
2003,Diabetes mellitus (E10-E14),Diabetes,Iowa,727,20.2
2015,Diabetes mellitus (E10-E14),Diabetes,Kansas,684,20.2
2003,Diabetes mellitus (E10-E14),Diabetes,Massachusetts,1424,20.2
1999,Diabetes mellitus (E10-E14),Diabetes,Nebraska,372,20.2
2007,Diabetes mellitus (E10-E14),Diabetes,New Hampshire,280,20.2
2015,Diabetes mellitus (E10-E14),Diabetes,Rhode Island,276,20.2
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kansas,715,20.2
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Louisiana,878,20.2
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Mississippi,603,20.2
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,West Virginia,481,20.2
2009,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Illinois,2695,20.2
2008,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Indiana,1363,20.2
2010,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Virginia,1595,20.2
2000,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Nevada,400,20.2
2016,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,South Dakota,163,20.2
2000,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Massachusetts,1357,20.2
2016,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,1035,20.3
2007,Alzheimer's disease (G30),Alzheimer's disease,Pennsylvania,3505,20.3
2010,Diabetes mellitus (E10-E14),Diabetes,Arizona,1389,20.3
2001,Diabetes mellitus (E10-E14),Diabetes,Arizona,1058,20.3
2008,Diabetes mellitus (E10-E14),Diabetes,Iowa,764,20.3
2009,Diabetes mellitus (E10-E14),Diabetes,Kansas,635,20.3
2016,Diabetes mellitus (E10-E14),Diabetes,Pennsylvania,3560,20.3
2009,Diabetes mellitus (E10-E14),Diabetes,Pennsylvania,3254,20.3
2016,Diabetes mellitus (E10-E14),Diabetes,Texas,5470,20.3
2016,Diabetes mellitus (E10-E14),Diabetes,Washington,1673,20.3
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arizona,1111,20.3
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Connecticut,868,20.3
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Iowa,829,20.3
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kansas,665,20.3
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Ohio,2401,20.3
2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Pennsylvania,3069,20.3
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,West Virginia,427,20.3
2005,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Indiana,1284,20.3
2016,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Kentucky,1034,20.3
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Kentucky,827,20.3
2008,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,South Carolina,945,20.3
2010,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,West Virginia,475,20.3
2003,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alaska,124,20.3
2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Idaho,304,20.3
2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,New Mexico,431,20.3
2011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,New Mexico,420,20.3
2007,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,New Mexico,401,20.3
2001,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,New Mexico,362,20.3
2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Oklahoma,790,20.3
1999,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Wyoming,98,20.3
2000,Alzheimer's disease (G30),Alzheimer's disease,Alabama,895,20.4
2011,Alzheimer's disease (G30),Alzheimer's disease,Illinois,2910,20.4
2004,Alzheimer's disease (G30),Alzheimer's disease,Illinois,2595,20.4
2000,Alzheimer's disease (G30),Alzheimer's disease,Indiana,1209,20.4
2006,Alzheimer's disease (G30),Alzheimer's disease,Rhode Island,297,20.4
2005,Diabetes mellitus (E10-E14),Diabetes,Arizona,1208,20.4
2014,Diabetes mellitus (E10-E14),Diabetes,California,8249,20.4
2013,Diabetes mellitus (E10-E14),Diabetes,Maine,373,20.4
2002,Diabetes mellitus (E10-E14),Diabetes,Massachusetts,1423,20.4
2008,Diabetes mellitus (E10-E14),Diabetes,Missouri,1348,20.4
2003,Diabetes mellitus (E10-E14),Diabetes,Rhode Island,252,20.4
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,United States,59664,20.4
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wyoming,116,20.4
2002,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Arkansas,601,20.4
2002,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Georgia,1335,20.4
2002,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Kentucky,813,20.4
2001,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Kentucky,807,20.4
2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,West Virginia,510,20.4
2005,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,West Virginia,442,20.4
2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,South Dakota,173,20.4
2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Wyoming,111,20.4
2011,Alzheimer's disease (G30),Alzheimer's disease,Alaska,72,20.5
2012,Alzheimer's disease (G30),Alzheimer's disease,District of Columbia,129,20.5
2007,Alzheimer's disease (G30),Alzheimer's disease,Illinois,2734,20.5
2001,Alzheimer's disease (G30),Alzheimer's disease,Indiana,1231,20.5
2001,Alzheimer's disease (G30),Alzheimer's disease,Kansas,642,20.5
2001,Alzheimer's disease (G30),Alzheimer's disease,Maryland,948,20.5
1999,Alzheimer's disease (G30),Alzheimer's disease,South Carolina,690,20.5
2000,Alzheimer's disease (G30),Alzheimer's disease,Texas,3184,20.5
1999,Alzheimer's disease (G30),Alzheimer's disease,Vermont,127,20.5
2001,Diabetes mellitus (E10-E14),Diabetes,Massachusetts,1422,20.5
2013,Diabetes mellitus (E10-E14),Diabetes,Missouri,1477,20.5
2004,Diabetes mellitus (E10-E14),Diabetes,Nebraska,395,20.5
2010,Diabetes mellitus (E10-E14),Diabetes,North Carolina,2042,20.5
2016,Diabetes mellitus (E10-E14),Diabetes,Vermont,166,20.5
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Connecticut,860,20.5
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New York,4892,20.5
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New York,4527,20.5
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New York,4431,20.5
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,754,20.5
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Tennessee,1352,20.5
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Texas,3654,20.5
2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Kentucky,991,20.5
2008,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Virginia,1537,20.5
2016,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Colorado,1168,20.5
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Utah,559,20.5
2000,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Rhode Island,235,20.5
2009,Alzheimer's disease (G30),Alzheimer's disease,Massachusetts,1700,20.6
2003,Alzheimer's disease (G30),Alzheimer's disease,Missouri,1293,20.6
2011,Diabetes mellitus (E10-E14),Diabetes,Alaska,107,20.6
2013,Diabetes mellitus (E10-E14),Diabetes,California,8057,20.6
2006,Diabetes mellitus (E10-E14),Diabetes,Delaware,191,20.6
2009,Diabetes mellitus (E10-E14),Diabetes,Illinois,2741,20.6
2007,Diabetes mellitus (E10-E14),Diabetes,Iowa,767,20.6
2010,Diabetes mellitus (E10-E14),Diabetes,Kansas,655,20.6
2009,Diabetes mellitus (E10-E14),Diabetes,Maryland,1207,20.6
2008,Diabetes mellitus (E10-E14),Diabetes,New Hampshire,297,20.6
1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,District of Columbia,116,20.6
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Illinois,2668,20.6
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Louisiana,833,20.6
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Michigan,2029,20.6
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nebraska,418,20.6
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nevada,426,20.6
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New York,4642,20.6
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Tennessee,1435,20.6
2005,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Arkansas,624,20.6
2008,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Montana,203,20.6
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Wyoming,120,20.6
2006,Alzheimer's disease (G30),Alzheimer's disease,District of Columbia,117,20.7
2015,Alzheimer's disease (G30),Alzheimer's disease,Montana,277,20.7
2013,Alzheimer's disease (G30),Alzheimer's disease,Montana,267,20.7
2011,Alzheimer's disease (G30),Alzheimer's disease,Montana,258,20.7
2005,Alzheimer's disease (G30),Alzheimer's disease,Pennsylvania,3429,20.7
2012,Diabetes mellitus (E10-E14),Diabetes,California,7895,20.7
2011,Diabetes mellitus (E10-E14),Diabetes,California,7695,20.7
2009,Diabetes mellitus (E10-E14),Diabetes,Maine,350,20.7
2012,Diabetes mellitus (E10-E14),Diabetes,Nebraska,442,20.7
2000,Diabetes mellitus (E10-E14),Diabetes,South Dakota,180,20.7
2010,Diabetes mellitus (E10-E14),Diabetes,Vermont,151,20.7
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arkansas,710,20.7
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Indiana,1317,20.7
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Louisiana,891,20.7
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Vermont,133,20.7
2002,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Nevada,372,20.7
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,West Virginia,450,20.7
2003,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Massachusetts,1421,20.7
2002,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Massachusetts,1413,20.7
1999,Alzheimer's disease (G30),Alzheimer's disease,Arizona,963,20.8
2013,Alzheimer's disease (G30),Alzheimer's disease,Kansas,742,20.8
2012,Alzheimer's disease (G30),Alzheimer's disease,Montana,265,20.8
1999,Alzheimer's disease (G30),Alzheimer's disease,North Carolina,1456,20.8
2002,Alzheimer's disease (G30),Alzheimer's disease,United States,58866,20.8
2014,Alzheimer's disease (G30),Alzheimer's disease,Virginia,1775,20.8
2009,Diabetes mellitus (E10-E14),Diabetes,Delaware,206,20.8
2002,Diabetes mellitus (E10-E14),Diabetes,Iowa,734,20.8
2008,Diabetes mellitus (E10-E14),Diabetes,Maine,344,20.8
2011,Diabetes mellitus (E10-E14),Diabetes,Missouri,1438,20.8
2002,Diabetes mellitus (E10-E14),Diabetes,Nebraska,393,20.8
2008,Diabetes mellitus (E10-E14),Diabetes,Pennsylvania,3313,20.8
2010,Diabetes mellitus (E10-E14),Diabetes,United States,69071,20.8
2015,Diabetes mellitus (E10-E14),Diabetes,Wyoming,136,20.8
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Georgia,1463,20.8
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Hawaii,394,20.8
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kentucky,1017,20.8
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kentucky,961,20.8
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Hampshire,273,20.8
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Ohio,2487,20.8
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wisconsin,1236,20.8
2003,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Kentucky,838,20.8
2002,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alaska,132,20.8
2002,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Wyoming,105,20.8
2004,Alzheimer's disease (G30),Alzheimer's disease,Arkansas,622,20.9
2010,Alzheimer's disease (G30),Alzheimer's disease,Illinois,2927,20.9
2003,Alzheimer's disease (G30),Alzheimer's disease,Illinois,2626,20.9
2000,Alzheimer's disease (G30),Alzheimer's disease,Louisiana,811,20.9
2001,Alzheimer's disease (G30),Alzheimer's disease,Massachusetts,1533,20.9
2005,Alzheimer's disease (G30),Alzheimer's disease,Rhode Island,298,20.9
2003,Diabetes mellitus (E10-E14),Diabetes,Arizona,1153,20.9
2016,Diabetes mellitus (E10-E14),Diabetes,Iowa,847,20.9
2011,Diabetes mellitus (E10-E14),Diabetes,Montana,252,20.9
2014,Diabetes mellitus (E10-E14),Diabetes,United States,76488,20.9
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maine,317,20.9
2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Montana,202,20.9
1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Pennsylvania,3116,20.9
2011,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Kentucky,971,20.9
2008,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,New Mexico,419,20.9
2013,Alzheimer's disease (G30),Alzheimer's disease,Idaho,347,21.0
2009,Alzheimer's disease (G30),Alzheimer's disease,Illinois,2891,21.0
2001,Alzheimer's disease (G30),Alzheimer's disease,Nebraska,430,21.0
2015,Alzheimer's disease (G30),Alzheimer's disease,Pennsylvania,4012,21.0
2001,Alzheimer's disease (G30),Alzheimer's disease,Utah,314,21.0
2013,Alzheimer's disease (G30),Alzheimer's disease,Wyoming,126,21.0
2004,Diabetes mellitus (E10-E14),Diabetes,Arizona,1196,21.0
2010,Diabetes mellitus (E10-E14),Diabetes,New Jersey,2098,21.0
2003,Diabetes mellitus (E10-E14),Diabetes,New York,4227,21.0
2011,Diabetes mellitus (E10-E14),Diabetes,South Carolina,1090,21.0
2016,Diabetes mellitus (E10-E14),Diabetes,United States,80058,21.0
2005,Diabetes mellitus (E10-E14),Diabetes,Wisconsin,1276,21.0
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kentucky,943,21.0
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kentucky,897,21.0
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Louisiana,894,21.0
